"TrajectID";"MechanismID";"SubMechanismID";"Rekenmethode";"FORM_StartMethod";"FORM_NrIterations";"FORM_RelaxationFactor";"FORM_EpsBeta";"FORM_EpsHOH";"FORM_EpsZFunc";"Ds_StartMethod";"Ds_Min";"Ds_Max";"Ds_VarCoefficient";"NI_UMin";"NI_Umax";"NI_NumberSteps"
"16-2";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-3";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"16-4";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";11;11;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";11;14;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";11;16;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";101;102;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-1";101;103;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";11;11;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";11;14;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";11;16;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";101;102;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-2";101;103;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";11;11;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";11;14;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";11;16;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";101;102;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"17-3";101;103;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";11;11;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";11;14;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";11;16;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";101;102;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"18-1";101;103;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"19-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"19-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"2-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"20-3";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-3";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"20-4";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-1";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"21-2";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-1";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"22-2";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";1;1;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"23-1";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";1;1;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-1";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";1;1;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-2";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";1;1;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"24-3";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"25-2";1;1;12;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";11;11;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";11;14;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";11;16;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";3;5;4;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";101;102;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"25-2";101;103;1;9;150;0.15;0.01;0.01;0.01;2;3000;10000;0.1;-6;6;25
"26-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"26-3";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"27-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"28-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-3";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"29-4";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"3-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"30-4";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"31-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-1";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-2";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";11;14;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";11;16;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";3;3;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-3";101;102;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-4";1;1;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
"32-4";11;11;1;4;50;0.15;0.01;0.01;0.01;2;20000;100000;0.1;-6;6;25
