"TrajectID";"Variabele";"TimeIntegrationSchemeID"
"64-1a";"Tm-1,0";1
"64-1a";"HBN";1
"64-1a";"Gras";1
"64-1a";"KwHoogte";1
"64-1a";"KwSluiten";1
"64-1a";"KwPuntconstructies";1
"64-1b";"Toetspeil";1
"64-1b";"Q";1
"64-1b";"Hs";1
"64-1b";"Tp";1
"64-1b";"Tm-1,0";1
"64-1b";"HBN";1
"64-1b";"Gras";1
"64-1b";"KwHoogte";1
"64-1b";"KwSluiten";1
"64-1b";"KwPuntconstructies";1
"64-1c";"Toetspeil";1
"64-1c";"Q";1
"64-1c";"Hs";1
"64-1c";"Tp";1
"64-1c";"Tm-1,0";1
"64-1c";"HBN";1
"64-1c";"Gras";1
"64-1c";"KwHoogte";1
"64-1c";"KwSluiten";1
"64-1c";"KwPuntconstructies";1
"65-1a";"Toetspeil";1
"65-1a";"Q";1
"65-1a";"Hs";1
"65-1a";"Tp";1
"65-1a";"Tm-1,0";1
"65-1a";"HBN";1
"65-1a";"Gras";1
"65-1a";"KwHoogte";1
"65-1a";"KwSluiten";1
"65-1a";"KwPuntconstructies";1
"65-1b";"Toetspeil";1
"65-1b";"Q";1
"65-1b";"Hs";1
"65-1b";"Tp";1
"65-1b";"Tm-1,0";1
"65-1b";"HBN";1
"65-1b";"Gras";1
"65-1b";"KwHoogte";1
"65-1b";"KwSluiten";1
"65-1b";"KwPuntconstructies";1
"66-1";"Toetspeil";1
"66-1";"Q";1
"66-1";"Hs";1
"66-1";"Tp";1
"66-1";"Tm-1,0";1
"66-1";"HBN";1
"66-1";"Gras";1
"66-1";"KwHoogte";1
"66-1";"KwSluiten";1
"66-1";"KwPuntconstructies";1
"67-1";"Toetspeil";1
"67-1";"Q";1
"67-1";"Hs";1
"67-1";"Tp";1
"67-1";"Tm-1,0";1
"67-1";"HBN";1
"67-1";"Gras";1
"67-1";"KwHoogte";1
"67-1";"KwSluiten";1
"67-1";"KwPuntconstructies";1
"68-1";"Toetspeil";1
"68-1";"Q";1
"68-1";"Hs";1
"68-1";"Tp";1
"68-1";"Tm-1,0";1
"68-1";"HBN";1
"68-1";"Gras";1
"68-1";"KwHoogte";1
"68-1";"KwSluiten";1
"68-1";"KwPuntconstructies";1
"68-2a";"Toetspeil";1
"68-2a";"Q";1
"68-2a";"Hs";1
"68-2a";"Tp";1
"68-2a";"Tm-1,0";1
"68-2a";"HBN";1
"68-2a";"Gras";1
"68-2a";"KwHoogte";1
"68-2a";"KwSluiten";1
"68-2a";"KwPuntconstructies";1
"68-2b";"Toetspeil";1
"68-2b";"Q";1
"68-2b";"Hs";1
"68-2b";"Tp";1
"68-2b";"Tm-1,0";1
"68-2b";"HBN";1
"68-2b";"Gras";1
"68-2b";"KwHoogte";1
"68-2b";"KwSluiten";1
"68-2b";"KwPuntconstructies";1
"68-2c";"Toetspeil";1
"68-2c";"Q";1
"68-2c";"Hs";1
"68-2c";"Tp";1
"68-2c";"Tm-1,0";1
"68-2c";"HBN";1
"68-2c";"Gras";1
"68-2c";"KwHoogte";1
"68-2c";"KwSluiten";1
"68-2c";"KwPuntconstructies";1
"69-1";"Toetspeil";1
"69-1";"Q";1
"69-1";"Hs";1
"69-1";"Tp";1
"69-1";"Tm-1,0";1
"69-1";"HBN";1
"69-1";"Gras";1
"69-1";"KwHoogte";1
"69-1";"KwSluiten";1
"69-1";"KwPuntconstructies";1
"70-1";"Toetspeil";1
"70-1";"Q";1
"70-1";"Hs";1
"70-1";"Tp";1
"70-1";"Tm-1,0";1
"70-1";"HBN";1
"70-1";"Gras";1
"70-1";"KwHoogte";1
"70-1";"KwSluiten";1
"70-1";"KwPuntconstructies";1
"71-1";"Toetspeil";1
"71-1";"Q";1
"71-1";"Hs";1
"71-1";"Tp";1
"71-1";"Tm-1,0";1
"71-1";"HBN";1
"71-1";"Gras";1
"71-1";"KwHoogte";1
"71-1";"KwSluiten";1
"71-1";"KwPuntconstructies";1
"72-1";"Toetspeil";1
"72-1";"Q";1
"72-1";"Hs";1
"72-1";"Tp";1
"72-1";"Tm-1,0";1
"72-1";"HBN";1
"72-1";"Gras";1
"72-1";"KwHoogte";1
"72-1";"KwSluiten";1
"72-1";"KwPuntconstructies";1
"73-1a";"Toetspeil";1
"73-1a";"Q";1
"73-1a";"Hs";1
"73-1a";"Tp";1
"73-1a";"Tm-1,0";1
"73-1a";"HBN";1
"73-1a";"Gras";1
"73-1a";"KwHoogte";1
"73-1a";"KwSluiten";1
"73-1a";"KwPuntconstructies";1
"73-1b";"Toetspeil";1
"73-1b";"Q";1
"73-1b";"Hs";1
"73-1b";"Tp";1
"73-1b";"Tm-1,0";1
"73-1b";"HBN";1
"73-1b";"Gras";1
"73-1b";"KwHoogte";1
"73-1b";"KwSluiten";1
"73-1b";"KwPuntconstructies";1
"73-1c";"Toetspeil";1
"73-1c";"Q";1
"73-1c";"Hs";1
"73-1c";"Tp";1
"73-1c";"Tm-1,0";1
"73-1c";"HBN";1
"73-1c";"Gras";1
"73-1c";"KwHoogte";1
"73-1c";"KwSluiten";1
"73-1c";"KwPuntconstructies";1
"74-1a";"Toetspeil";1
"74-1a";"Q";1
"74-1a";"Hs";1
"74-1a";"Tp";1
"74-1a";"Tm-1,0";1
"74-1a";"HBN";1
"74-1a";"Gras";1
"74-1a";"KwHoogte";1
"74-1a";"KwSluiten";1
"74-1a";"KwPuntconstructies";1
"74-1b";"Toetspeil";1
"74-1b";"Q";1
"74-1b";"Hs";1
"74-1b";"Tp";1
"74-1b";"Tm-1,0";1
"74-1b";"HBN";1
"74-1b";"Gras";1
"74-1b";"KwHoogte";1
"74-1b";"KwSluiten";1
"74-1b";"KwPuntconstructies";1
"75-1a";"Toetspeil";1
"75-1a";"Q";1
"75-1a";"Hs";1
"75-1a";"Tp";1
"75-1a";"Tm-1,0";1
"75-1a";"HBN";1
"75-1a";"Gras";1
"75-1a";"KwHoogte";1
"75-1a";"KwSluiten";1
"75-1a";"KwPuntconstructies";1
"75-1b";"Toetspeil";1
"75-1b";"Q";1
"75-1b";"Hs";1
"75-1b";"Tp";1
"75-1b";"Tm-1,0";1
"75-1b";"HBN";1
"75-1b";"Gras";1
"75-1b";"KwHoogte";1
"75-1b";"KwSluiten";1
"75-1b";"KwPuntconstructies";1
"75-1c";"Toetspeil";1
"75-1c";"Q";1
"75-1c";"Hs";1
"75-1c";"Tp";1
"75-1c";"Tm-1,0";1
"75-1c";"HBN";1
"75-1c";"Gras";1
"75-1c";"KwHoogte";1
"75-1c";"KwSluiten";1
"75-1c";"KwPuntconstructies";1
"76-1a";"Toetspeil";1
"76-1a";"Q";1
"76-1a";"Hs";1
"76-1a";"Tp";1
"76-1a";"Tm-1,0";1
"76-1a";"HBN";1
"76-1a";"Gras";1
"76-1a";"KwHoogte";1
"76-1a";"KwSluiten";1
"76-1a";"KwPuntconstructies";1
"76-1b";"Toetspeil";1
"76-1b";"Q";1
"76-1b";"Hs";1
"76-1b";"Tp";1
"76-1b";"Tm-1,0";1
"76-1b";"HBN";1
"76-1b";"Gras";1
"76-1b";"KwHoogte";1
"76-1b";"KwSluiten";1
"76-1b";"KwPuntconstructies";1
"76-1c";"Toetspeil";1
"76-1c";"Q";1
"76-1c";"Hs";1
"76-1c";"Tp";1
"76-1c";"Tm-1,0";1
"76-1c";"HBN";1
"76-1c";"Gras";1
"76-1c";"KwHoogte";1
"76-1c";"KwSluiten";1
"76-1c";"KwPuntconstructies";1
"76-2a";"Toetspeil";1
"76-2a";"Q";1
"76-2a";"Hs";1
"76-2a";"Tp";1
"76-2a";"Tm-1,0";1
"76-2a";"HBN";1
"76-2a";"Gras";1
"76-2a";"KwHoogte";1
"76-2a";"KwSluiten";1
"76-2a";"KwPuntconstructies";1
"76-2b";"Toetspeil";1
"76-2b";"Q";1
"76-2b";"Hs";1
"76-2b";"Tp";1
"76-2b";"Tm-1,0";1
"76-2b";"HBN";1
"76-2b";"Gras";1
"76-2b";"KwHoogte";1
"76-2b";"KwSluiten";1
"76-2b";"KwPuntconstructies";1
"76a-1";"Toetspeil";1
"76a-1";"Q";1
"76a-1";"Hs";1
"76a-1";"Tp";1
"76a-1";"Tm-1,0";1
"76a-1";"HBN";1
"76a-1";"Gras";1
"76a-1";"KwHoogte";1
"76a-1";"KwSluiten";1
"76a-1";"KwPuntconstructies";1
"77-1";"Toetspeil";1
"77-1";"Q";1
"77-1";"Hs";1
"77-1";"Tp";1
"77-1";"Tm-1,0";1
"77-1";"HBN";1
"77-1";"Gras";1
"77-1";"KwHoogte";1
"77-1";"KwSluiten";1
"77-1";"KwPuntconstructies";1
"78-1a";"Toetspeil";1
"78-1a";"Q";1
"78-1a";"Hs";1
"78-1a";"Tp";1
"78-1a";"Tm-1,0";1
"78-1a";"HBN";1
"78-1a";"Gras";1
"78-1a";"KwHoogte";1
"78-1a";"KwSluiten";1
"78-1a";"KwPuntconstructies";1
"78-1b";"Toetspeil";1
"78-1b";"Q";1
"78-1b";"Hs";1
"78-1b";"Tp";1
"78-1b";"Tm-1,0";1
"78-1b";"HBN";1
"78-1b";"Gras";1
"78-1b";"KwHoogte";1
"78-1b";"KwSluiten";1
"78-1b";"KwPuntconstructies";1
"78a-1";"Toetspeil";1
"78a-1";"Q";1
"78a-1";"Hs";1
"78a-1";"Tp";1
"78a-1";"Tm-1,0";1
"78a-1";"HBN";1
"78a-1";"Gras";1
"78a-1";"KwHoogte";1
"78a-1";"KwSluiten";1
"78a-1";"KwPuntconstructies";1
"79-1";"Toetspeil";1
"79-1";"Q";1
"79-1";"Hs";1
"79-1";"Tp";1
"79-1";"Tm-1,0";1
"79-1";"HBN";1
"79-1";"Gras";1
"79-1";"KwHoogte";1
"79-1";"KwSluiten";1
"79-1";"KwPuntconstructies";1
"80-1a";"Toetspeil";1
"80-1a";"Q";1
"80-1a";"Hs";1
"80-1a";"Tp";1
"80-1a";"Tm-1,0";1
"80-1a";"HBN";1
"80-1a";"Gras";1
"80-1a";"KwHoogte";1
"80-1a";"KwSluiten";1
"80-1a";"KwPuntconstructies";1
"80-1b";"Toetspeil";1
"80-1b";"Q";1
"80-1b";"Hs";1
"80-1b";"Tp";1
"80-1b";"Tm-1,0";1
"80-1b";"HBN";1
"80-1b";"Gras";1
"80-1b";"KwHoogte";1
"80-1b";"KwSluiten";1
"80-1b";"KwPuntconstructies";1
"81-1";"Toetspeil";1
"81-1";"Q";1
"81-1";"Hs";1
"81-1";"Tp";1
"81-1";"Tm-1,0";1
"81-1";"HBN";1
"81-1";"Gras";1
"81-1";"KwHoogte";1
"81-1";"KwSluiten";1
"81-1";"KwPuntconstructies";1
"82-1";"Toetspeil";1
"82-1";"Q";1
"82-1";"Hs";1
"82-1";"Tp";1
"82-1";"Tm-1,0";1
"82-1";"HBN";1
"82-1";"Gras";1
"82-1";"KwHoogte";1
"82-1";"KwSluiten";1
"82-1";"KwPuntconstructies";1
"83-1a";"Toetspeil";1
"83-1a";"Q";1
"83-1a";"Hs";1
"83-1a";"Tp";1
"83-1a";"Tm-1,0";1
"83-1a";"HBN";1
"83-1a";"Gras";1
"83-1a";"KwHoogte";1
"83-1a";"KwSluiten";1
"83-1a";"KwPuntconstructies";1
"83-1b";"Toetspeil";1
"83-1b";"Q";1
"83-1b";"Hs";1
"83-1b";"Tp";1
"83-1b";"Tm-1,0";1
"83-1b";"HBN";1
"83-1b";"Gras";1
"83-1b";"KwHoogte";1
"83-1b";"KwSluiten";1
"83-1b";"KwPuntconstructies";1
"85-1a";"Toetspeil";1
"85-1a";"Q";1
"85-1a";"Hs";1
"85-1a";"Tp";1
"85-1a";"Tm-1,0";1
"85-1a";"HBN";1
"85-1a";"Gras";1
"85-1a";"KwHoogte";1
"85-1a";"KwSluiten";1
"85-1a";"KwPuntconstructies";1
"85-1b";"Toetspeil";1
"85-1b";"Q";1
"85-1b";"Hs";1
"85-1b";"Tp";1
"85-1b";"Tm-1,0";1
"85-1b";"HBN";1
"85-1b";"Gras";1
"85-1b";"KwHoogte";1
"85-1b";"KwSluiten";1
"85-1b";"KwPuntconstructies";1
"86-1";"Toetspeil";1
"86-1";"Q";1
"86-1";"Hs";1
"86-1";"Tp";1
"86-1";"Tm-1,0";1
"86-1";"HBN";1
"86-1";"Gras";1
"86-1";"KwHoogte";1
"86-1";"KwSluiten";1
"86-1";"KwPuntconstructies";1
"87-1";"Toetspeil";1
"87-1";"Q";1
"87-1";"Hs";1
"87-1";"Tp";1
"87-1";"Tm-1,0";1
"87-1";"HBN";1
"87-1";"Gras";1
"87-1";"KwHoogte";1
"87-1";"KwSluiten";1
"87-1";"KwPuntconstructies";1
"88-1";"Toetspeil";1
"88-1";"Q";1
"88-1";"Hs";1
"88-1";"Tp";1
"88-1";"Tm-1,0";1
"88-1";"HBN";1
"88-1";"Gras";1
"88-1";"KwHoogte";1
"88-1";"KwSluiten";1
"88-1";"KwPuntconstructies";1
"89-1";"Toetspeil";1
"89-1";"Q";1
"89-1";"Hs";1
"89-1";"Tp";1
"89-1";"Tm-1,0";1
"89-1";"HBN";1
"89-1";"Gras";1
"89-1";"KwHoogte";1
"89-1";"KwSluiten";1
"89-1";"KwPuntconstructies";1
"90-1a";"Toetspeil";1
"90-1a";"Q";1
"90-1a";"Hs";1
"90-1a";"Tp";1
"90-1a";"Tm-1,0";1
"90-1a";"HBN";1
"90-1a";"Gras";1
"90-1a";"KwHoogte";1
"90-1a";"KwSluiten";1
"90-1a";"KwPuntconstructies";1
"90-1b";"Toetspeil";1
"90-1b";"Q";1
"90-1b";"Hs";1
"90-1b";"Tp";1
"90-1b";"Tm-1,0";1
"90-1b";"HBN";1
"90-1b";"Gras";1
"90-1b";"KwHoogte";1
"90-1b";"KwSluiten";1
"90-1b";"KwPuntconstructies";1
"90-1c";"Toetspeil";1
"90-1c";"Q";1
"90-1c";"Hs";1
"90-1c";"Tp";1
"90-1c";"Tm-1,0";1
"90-1c";"HBN";1
"90-1c";"Gras";1
"90-1c";"KwHoogte";1
"90-1c";"KwSluiten";1
"90-1c";"KwPuntconstructies";1
"91-1";"Toetspeil";1
"91-1";"Q";1
"91-1";"Hs";1
"91-1";"Tp";1
"91-1";"Tm-1,0";1
"91-1";"HBN";1
"91-1";"Gras";1
"91-1";"KwHoogte";1
"91-1";"KwSluiten";1
"91-1";"KwPuntconstructies";1
"92-1";"Toetspeil";1
"92-1";"Q";1
"92-1";"Hs";1
"92-1";"Tp";1
"92-1";"Tm-1,0";1
"92-1";"HBN";1
"92-1";"Gras";1
"92-1";"KwHoogte";1
"92-1";"KwSluiten";1
"92-1";"KwPuntconstructies";1
"93-1a";"Toetspeil";1
"93-1a";"Q";1
"93-1a";"Hs";1
"93-1a";"Tp";1
"93-1a";"Tm-1,0";1
"93-1a";"HBN";1
"93-1a";"Gras";1
"93-1a";"KwHoogte";1
"93-1a";"KwSluiten";1
"93-1a";"KwPuntconstructies";1
"93-1b";"Toetspeil";1
"93-1b";"Q";1
"93-1b";"Hs";1
"93-1b";"Tp";1
"93-1b";"Tm-1,0";1
"93-1b";"HBN";1
"93-1b";"Gras";1
"93-1b";"KwHoogte";1
"93-1b";"KwSluiten";1
"93-1b";"KwPuntconstructies";1
"94-1";"Toetspeil";1
"94-1";"Q";1
"94-1";"Hs";1
"94-1";"Tp";1
"94-1";"Tm-1,0";1
"94-1";"HBN";1
"94-1";"Gras";1
"94-1";"KwHoogte";1
"94-1";"KwSluiten";1
"94-1";"KwPuntconstructies";1
"95-1";"Toetspeil";1
"95-1";"Q";1
"95-1";"Hs";1
"95-1";"Tp";1
"95-1";"Tm-1,0";1
"95-1";"HBN";1
"95-1";"Gras";1
"95-1";"KwHoogte";1
"95-1";"KwSluiten";1
"95-1";"KwPuntconstructies";1
"201";"Toetspeil";1
"201";"Q";1
"201";"Hs";1
"201";"Tp";1
"201";"Tm-1,0";1
"201";"HBN";1
"201";"Gras";1
"201";"KwHoogte";1
"201";"KwSluiten";1
"201";"KwPuntconstructies";1
"202";"Toetspeil";1
"202";"Q";1
"202";"Hs";1
"202";"Tp";1
"202";"Tm-1,0";1
"202";"HBN";1
"202";"Gras";1
"202";"KwHoogte";1
"202";"KwSluiten";1
"202";"KwPuntconstructies";1
"204a";"Toetspeil";1
"204a";"Q";2
"204a";"Hs";1
"204a";"Tp";1
"204a";"Tm-1,0";1
"204a";"HBN";1
"204a";"Gras";1
"204a";"KwHoogte";1
"204a";"KwSluiten";1
"204a";"KwPuntconstructies";1
"204b";"Toetspeil";1
"204b";"Q";2
"204b";"Hs";1
"204b";"Tp";1
"204b";"Tm-1,0";1
"204b";"HBN";1
"204b";"Gras";1
"204b";"KwHoogte";1
"204b";"KwSluiten";1
"204b";"KwPuntconstructies";1
"205";"Toetspeil";1
"205";"Q";1
"205";"Hs";1
"205";"Tp";1
"205";"Tm-1,0";1
"205";"HBN";1
"205";"Gras";1
"205";"KwHoogte";1
"205";"KwSluiten";1
"205";"KwPuntconstructies";1
"206";"Toetspeil";1
"206";"Q";1
"206";"Hs";3
"206";"Tp";3
"206";"Tm-1,0";3
"206";"HBN";3
"206";"Gras";3
"206";"KwHoogte";3
"206";"KwSluiten";3
"206";"KwPuntconstructies";3
"208";"Toetspeil";1
"208";"Q";3
"208";"Hs";3
"208";"Tp";3
"208";"Tm-1,0";3
"208";"HBN";3
"208";"Gras";3
"208";"KwHoogte";3
"208";"KwSluiten";3
"208";"KwPuntconstructies";3
"209";"Toetspeil";1
"209";"Q";1
"209";"Hs";1
"209";"Tp";1
"209";"Tm-1,0";1
"209";"HBN";1
"209";"Gras";1
"209";"KwHoogte";1
"209";"KwSluiten";1
"209";"KwPuntconstructies";1
"210";"Toetspeil";3
"210";"Q";3
"210";"Hs";3
"210";"Tp";3
"210";"Tm-1,0";3
"210";"HBN";3
"210";"Gras";3
"210";"KwHoogte";3
"210";"KwSluiten";3
"210";"KwPuntconstructies";3
"211";"Toetspeil";1
"211";"Q";3
"211";"Hs";3
"211";"Tp";3
"211";"Tm-1,0";3
"211";"HBN";3
"211";"Gras";3
"211";"KwHoogte";3
"211";"KwSluiten";3
"211";"KwPuntconstructies";3
"212";"Toetspeil";3
"212";"Q";3
"212";"Hs";3
"212";"Tp";3
"212";"Tm-1,0";3
"212";"HBN";3
"212";"Gras";3
"212";"KwHoogte";3
"212";"KwSluiten";3
"212";"KwPuntconstructies";3
"213";"Toetspeil";1
"213";"Q";1
"213";"Hs";1
"213";"Tp";1
"213";"Tm-1,0";1
"213";"HBN";1
"213";"Gras";1
"213";"KwHoogte";1
"213";"KwSluiten";1
"213";"KwPuntconstructies";1
"214";"Toetspeil";1
"214";"Q";1
"214";"Hs";1
"214";"Tp";1
"214";"Tm-1,0";1
"214";"HBN";1
"214";"Gras";1
"214";"KwHoogte";1
"214";"KwSluiten";1
"214";"KwPuntconstructies";1
"215";"Toetspeil";3
"215";"Q";3
"215";"Hs";3
"215";"Tp";3
"215";"Tm-1,0";3
"215";"HBN";3
"215";"Gras";3
"215";"KwHoogte";3
"215";"KwSluiten";3
"215";"KwPuntconstructies";3
"216";"Toetspeil";1
"216";"Q";1
"216";"Hs";1
"216";"Tp";1
"216";"Tm-1,0";1
"216";"HBN";1
"216";"Gras";1
"216";"KwHoogte";1
"216";"KwSluiten";1
"216";"KwPuntconstructies";1
"217";"Toetspeil";1
"217";"Q";1
"217";"Hs";1
"217";"Tp";1
"217";"Tm-1,0";1
"217";"HBN";1
"217";"Gras";1
"217";"KwHoogte";1
"217";"KwSluiten";1
"217";"KwPuntconstructies";1
"218";"Toetspeil";1
"218";"Q";1
"218";"Hs";1
"218";"Tp";1
"218";"Tm-1,0";1
"218";"HBN";1
"218";"Gras";1
"218";"KwHoogte";1
"218";"KwSluiten";1
"218";"KwPuntconstructies";1
"219";"Toetspeil";1
"219";"Q";1
"219";"Hs";1
"219";"Tp";1
"219";"Tm-1,0";1
"219";"HBN";1
"219";"Gras";1
"219";"KwHoogte";1
"219";"KwSluiten";1
"219";"KwPuntconstructies";1
"221";"Toetspeil";1
"221";"Q";1
"221";"Hs";1
"221";"Tp";1
"221";"Tm-1,0";1
"221";"HBN";1
"221";"Gras";1
"221";"KwHoogte";1
"221";"KwSluiten";1
"221";"KwPuntconstructies";1
"222";"Toetspeil";1
"222";"Q";1
"222";"Hs";1
"222";"Tp";1
"222";"Tm-1,0";1
"222";"HBN";1
"222";"Gras";1
"222";"KwHoogte";1
"222";"KwSluiten";1
"222";"KwPuntconstructies";1
"223";"Toetspeil";1
"223";"Q";1
"223";"Hs";1
"223";"Tp";1
"223";"Tm-1,0";1
"223";"HBN";1
"223";"Gras";1
"223";"KwHoogte";1
"223";"KwSluiten";1
"223";"KwPuntconstructies";1
"224";"Toetspeil";1
"224";"Q";1
"224";"Hs";1
"224";"Tp";1
"224";"Tm-1,0";1
"224";"HBN";1
"224";"Gras";1
"224";"KwHoogte";1
"224";"KwSluiten";1
"224";"KwPuntconstructies";1
"225";"Toetspeil";1
"225";"Q";1
"225";"Hs";3
"225";"Tp";3
"225";"Tm-1,0";3
"225";"HBN";3
"225";"Gras";3
"225";"KwHoogte";3
"225";"KwSluiten";3
"225";"KwPuntconstructies";3
"226";"Toetspeil";1
"226";"Q";1
"226";"Hs";1
"226";"Tp";1
"226";"Tm-1,0";1
"226";"HBN";1
"226";"Gras";1
"226";"KwHoogte";1
"226";"KwSluiten";1
"226";"KwPuntconstructies";1
